NOME_DELEGACIA_CIRC,SEMANA,ocorrencias_na_semana,lag_1_semana,lag_2_semanas,media_4_semanas,media_8_semanas,tendencia,MES,SEMANA_ANO,score_kde
01º D.P. SE,2025-10-06,0,,,,,,10,41,12800.484511021123
01º D.P. SE,2025-10-13,0,0.0,,0.0,0.0,,10,42,12800.484511021123
01º D.P. SE,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12800.484511021123
01º D.P. SE,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12800.484511021123
01º D.P. SE,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12800.484511021123
01º D.P. SE,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12800.484511021123
01º D.P. SE,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12800.484511021123
01º D.P. SE,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12800.484511021123
01º D.P. SE,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12800.484511021123
01º D.P. SE,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12800.484511021123
01º D.P. SE,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12800.484511021123
01º D.P. SE,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12800.484511021123
01º D.P. SE,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,12800.484511021123
01º D.P. SE,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,12800.484511021123
01º D.P. SE,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,12800.484511021123
01º D.P. SE,2026-01-19,0,0.0,0.0,0.0,0.0,0.0,1,4,12800.484511021123
01º D.P. SE,2026-01-26,0,0.0,0.0,0.0,0.0,0.0,1,5,12800.484511021123
01º D.P. SE,2026-02-02,1,0.0,0.0,0.0,0.0,0.0,2,6,12800.484511021123
01º D.P. SE,2026-02-09,1,1.0,0.0,0.25,0.125,1.0,2,7,12800.484511021123
01º D.P. SE,2026-02-16,1,1.0,1.0,0.5,0.25,0.0,2,8,12800.484511021123
01º D.P. SE,2026-02-23,1,1.0,1.0,0.75,0.375,0.0,2,9,12800.484511021123
01º D.P. SE,2026-03-02,0,1.0,1.0,1.0,0.5,0.0,3,10,12800.484511021123
01º D.P. SE,2026-03-09,0,0.0,1.0,0.75,0.5,-1.0,3,11,12800.484511021123
01º D.P. SE,2026-03-16,1,0.0,0.0,0.5,0.5,0.0,3,12,12800.484511021123
01º D.P. SE,2026-03-23,0,1.0,0.0,0.5,0.625,1.0,3,13,12800.484511021123
01º D.P. SE,2026-03-30,0,0.0,1.0,0.25,0.625,-1.0,3,14,12800.484511021123
01º D.P. SE,2026-04-06,3,0.0,0.0,0.25,0.5,0.0,4,15,12800.484511021123
01º D.P. SE,2026-04-13,0,3.0,0.0,1.0,0.75,3.0,4,16,12800.484511021123
01º D.P. SE,2026-04-20,1,0.0,3.0,0.75,0.625,-3.0,4,17,12800.484511021123
01º D.P. SE,2026-04-27,0,1.0,0.0,1.0,0.625,1.0,4,18,12800.484511021123
01º D.P. SE,2026-05-04,0,0.0,1.0,1.0,0.625,-1.0,5,19,12800.484511021123
01º D.P. SE,2026-05-11,0,0.0,0.0,0.25,0.625,0.0,5,20,12800.484511021123
01º D.P. SE,2026-05-18,0,0.0,0.0,0.25,0.5,0.0,5,21,12800.484511021123
01º D.P. SE,2026-05-25,0,0.0,0.0,0.0,0.5,0.0,5,22,12800.484511021123
03º D.P. CAMPOS ELISEOS,2025-10-06,0,,,,,,10,41,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-10-13,0,0.0,,0.0,0.0,,10,42,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12763.256324057656
03º D.P. CAMPOS ELISEOS,2025-12-29,1,0.0,0.0,0.0,0.0,0.0,12,1,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-01-05,0,1.0,0.0,0.25,0.125,1.0,1,2,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-01-12,1,0.0,1.0,0.25,0.125,-1.0,1,3,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-01-19,0,1.0,0.0,0.5,0.25,1.0,1,4,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-01-26,0,0.0,1.0,0.5,0.25,-1.0,1,5,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-02-02,0,0.0,0.0,0.25,0.25,0.0,2,6,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-02-09,0,0.0,0.0,0.25,0.25,0.0,2,7,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-02-16,0,0.0,0.0,0.0,0.25,0.0,2,8,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-02-23,0,0.0,0.0,0.0,0.25,0.0,2,9,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-03-02,0,0.0,0.0,0.0,0.125,0.0,3,10,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-03-09,0,0.0,0.0,0.0,0.125,0.0,3,11,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-03-16,0,0.0,0.0,0.0,0.0,0.0,3,12,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-03-23,0,0.0,0.0,0.0,0.0,0.0,3,13,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-03-30,0,0.0,0.0,0.0,0.0,0.0,3,14,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-04-06,0,0.0,0.0,0.0,0.0,0.0,4,15,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-04-13,1,0.0,0.0,0.0,0.0,0.0,4,16,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-04-20,0,1.0,0.0,0.25,0.125,1.0,4,17,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-04-27,1,0.0,1.0,0.25,0.125,-1.0,4,18,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-05-04,0,1.0,0.0,0.5,0.25,1.0,5,19,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-05-11,0,0.0,1.0,0.5,0.25,-1.0,5,20,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-05-18,1,0.0,0.0,0.25,0.25,0.0,5,21,12763.256324057656
03º D.P. CAMPOS ELISEOS,2026-05-25,0,1.0,0.0,0.5,0.375,1.0,5,22,12763.256324057656
04º D.P. CONSOLAÇAO,2025-10-06,0,,,,,,10,41,12805.54596786755
04º D.P. CONSOLAÇAO,2025-10-13,0,0.0,,0.0,0.0,,10,42,12805.54596786755
04º D.P. CONSOLAÇAO,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12805.54596786755
04º D.P. CONSOLAÇAO,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12805.54596786755
04º D.P. CONSOLAÇAO,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12805.54596786755
04º D.P. CONSOLAÇAO,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12805.54596786755
04º D.P. CONSOLAÇAO,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12805.54596786755
04º D.P. CONSOLAÇAO,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12805.54596786755
04º D.P. CONSOLAÇAO,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12805.54596786755
04º D.P. CONSOLAÇAO,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12805.54596786755
04º D.P. CONSOLAÇAO,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12805.54596786755
04º D.P. CONSOLAÇAO,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12805.54596786755
04º D.P. CONSOLAÇAO,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,12805.54596786755
04º D.P. CONSOLAÇAO,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,12805.54596786755
04º D.P. CONSOLAÇAO,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,12805.54596786755
04º D.P. CONSOLAÇAO,2026-01-19,0,0.0,0.0,0.0,0.0,0.0,1,4,12805.54596786755
04º D.P. CONSOLAÇAO,2026-01-26,0,0.0,0.0,0.0,0.0,0.0,1,5,12805.54596786755
04º D.P. CONSOLAÇAO,2026-02-02,2,0.0,0.0,0.0,0.0,0.0,2,6,12805.54596786755
04º D.P. CONSOLAÇAO,2026-02-09,0,2.0,0.0,0.5,0.25,2.0,2,7,12805.54596786755
04º D.P. CONSOLAÇAO,2026-02-16,0,0.0,2.0,0.5,0.25,-2.0,2,8,12805.54596786755
04º D.P. CONSOLAÇAO,2026-02-23,0,0.0,0.0,0.5,0.25,0.0,2,9,12805.54596786755
04º D.P. CONSOLAÇAO,2026-03-02,0,0.0,0.0,0.5,0.25,0.0,3,10,12805.54596786755
04º D.P. CONSOLAÇAO,2026-03-09,0,0.0,0.0,0.0,0.25,0.0,3,11,12805.54596786755
04º D.P. CONSOLAÇAO,2026-03-16,0,0.0,0.0,0.0,0.25,0.0,3,12,12805.54596786755
04º D.P. CONSOLAÇAO,2026-03-23,0,0.0,0.0,0.0,0.25,0.0,3,13,12805.54596786755
04º D.P. CONSOLAÇAO,2026-03-30,0,0.0,0.0,0.0,0.25,0.0,3,14,12805.54596786755
04º D.P. CONSOLAÇAO,2026-04-06,0,0.0,0.0,0.0,0.0,0.0,4,15,12805.54596786755
04º D.P. CONSOLAÇAO,2026-04-13,0,0.0,0.0,0.0,0.0,0.0,4,16,12805.54596786755
04º D.P. CONSOLAÇAO,2026-04-20,0,0.0,0.0,0.0,0.0,0.0,4,17,12805.54596786755
04º D.P. CONSOLAÇAO,2026-04-27,0,0.0,0.0,0.0,0.0,0.0,4,18,12805.54596786755
04º D.P. CONSOLAÇAO,2026-05-04,0,0.0,0.0,0.0,0.0,0.0,5,19,12805.54596786755
04º D.P. CONSOLAÇAO,2026-05-11,0,0.0,0.0,0.0,0.0,0.0,5,20,12805.54596786755
04º D.P. CONSOLAÇAO,2026-05-18,0,0.0,0.0,0.0,0.0,0.0,5,21,12805.54596786755
04º D.P. CONSOLAÇAO,2026-05-25,0,0.0,0.0,0.0,0.0,0.0,5,22,12805.54596786755
04º D.P. CONSOLAÇÃO,2025-10-06,0,,,,,,10,41,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-10-13,0,0.0,,0.0,0.0,,10,42,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12832.897490906473
04º D.P. CONSOLAÇÃO,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-01-19,0,0.0,0.0,0.0,0.0,0.0,1,4,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-01-26,0,0.0,0.0,0.0,0.0,0.0,1,5,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-02-02,0,0.0,0.0,0.0,0.0,0.0,2,6,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-02-09,0,0.0,0.0,0.0,0.0,0.0,2,7,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-02-16,0,0.0,0.0,0.0,0.0,0.0,2,8,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-02-23,0,0.0,0.0,0.0,0.0,0.0,2,9,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-03-02,0,0.0,0.0,0.0,0.0,0.0,3,10,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-03-09,0,0.0,0.0,0.0,0.0,0.0,3,11,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-03-16,0,0.0,0.0,0.0,0.0,0.0,3,12,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-03-23,0,0.0,0.0,0.0,0.0,0.0,3,13,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-03-30,0,0.0,0.0,0.0,0.0,0.0,3,14,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-04-06,0,0.0,0.0,0.0,0.0,0.0,4,15,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-04-13,0,0.0,0.0,0.0,0.0,0.0,4,16,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-04-20,0,0.0,0.0,0.0,0.0,0.0,4,17,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-04-27,0,0.0,0.0,0.0,0.0,0.0,4,18,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-05-04,1,0.0,0.0,0.0,0.0,0.0,5,19,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-05-11,0,1.0,0.0,0.25,0.125,1.0,5,20,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-05-18,1,0.0,1.0,0.25,0.125,-1.0,5,21,12832.897490906473
04º D.P. CONSOLAÇÃO,2026-05-25,0,1.0,0.0,0.5,0.25,1.0,5,22,12832.897490906473
05º D.P. ACLIMACAO,2025-10-06,0,,,,,,10,41,12897.720928262326
05º D.P. ACLIMACAO,2025-10-13,0,0.0,,0.0,0.0,,10,42,12897.720928262326
05º D.P. ACLIMACAO,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12897.720928262326
05º D.P. ACLIMACAO,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12897.720928262326
05º D.P. ACLIMACAO,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12897.720928262326
05º D.P. ACLIMACAO,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12897.720928262326
05º D.P. ACLIMACAO,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12897.720928262326
05º D.P. ACLIMACAO,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12897.720928262326
05º D.P. ACLIMACAO,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12897.720928262326
05º D.P. ACLIMACAO,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12897.720928262326
05º D.P. ACLIMACAO,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12897.720928262326
05º D.P. ACLIMACAO,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12897.720928262326
05º D.P. ACLIMACAO,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,12897.720928262326
05º D.P. ACLIMACAO,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,12897.720928262326
05º D.P. ACLIMACAO,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,12897.720928262326
05º D.P. ACLIMACAO,2026-01-19,2,0.0,0.0,0.0,0.0,0.0,1,4,12897.720928262326
05º D.P. ACLIMACAO,2026-01-26,0,2.0,0.0,0.5,0.25,2.0,1,5,12897.720928262326
05º D.P. ACLIMACAO,2026-02-02,0,0.0,2.0,0.5,0.25,-2.0,2,6,12897.720928262326
05º D.P. ACLIMACAO,2026-02-09,2,0.0,0.0,0.5,0.25,0.0,2,7,12897.720928262326
05º D.P. ACLIMACAO,2026-02-16,0,2.0,0.0,1.0,0.5,2.0,2,8,12897.720928262326
05º D.P. ACLIMACAO,2026-02-23,0,0.0,2.0,0.5,0.5,-2.0,2,9,12897.720928262326
05º D.P. ACLIMACAO,2026-03-02,2,0.0,0.0,0.5,0.5,0.0,3,10,12897.720928262326
05º D.P. ACLIMACAO,2026-03-09,0,2.0,0.0,1.0,0.75,2.0,3,11,12897.720928262326
05º D.P. ACLIMACAO,2026-03-16,1,0.0,2.0,0.5,0.75,-2.0,3,12,12897.720928262326
05º D.P. ACLIMACAO,2026-03-23,0,1.0,0.0,0.75,0.625,1.0,3,13,12897.720928262326
05º D.P. ACLIMACAO,2026-03-30,0,0.0,1.0,0.75,0.625,-1.0,3,14,12897.720928262326
05º D.P. ACLIMACAO,2026-04-06,0,0.0,0.0,0.25,0.625,0.0,4,15,12897.720928262326
05º D.P. ACLIMACAO,2026-04-13,0,0.0,0.0,0.25,0.375,0.0,4,16,12897.720928262326
05º D.P. ACLIMACAO,2026-04-20,0,0.0,0.0,0.0,0.375,0.0,4,17,12897.720928262326
05º D.P. ACLIMACAO,2026-04-27,0,0.0,0.0,0.0,0.375,0.0,4,18,12897.720928262326
05º D.P. ACLIMACAO,2026-05-04,0,0.0,0.0,0.0,0.125,0.0,5,19,12897.720928262326
05º D.P. ACLIMACAO,2026-05-11,0,0.0,0.0,0.0,0.125,0.0,5,20,12897.720928262326
05º D.P. ACLIMACAO,2026-05-18,0,0.0,0.0,0.0,0.0,0.0,5,21,12897.720928262326
05º D.P. ACLIMACAO,2026-05-25,0,0.0,0.0,0.0,0.0,0.0,5,22,12897.720928262326
05º D.P. GUARULHOS,2025-10-06,0,,,,,,10,41,0.0
05º D.P. GUARULHOS,2025-10-13,0,0.0,,0.0,0.0,,10,42,0.0
05º D.P. GUARULHOS,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,0.0
05º D.P. GUARULHOS,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,0.0
05º D.P. GUARULHOS,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,0.0
05º D.P. GUARULHOS,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,0.0
05º D.P. GUARULHOS,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,0.0
05º D.P. GUARULHOS,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,0.0
05º D.P. GUARULHOS,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,0.0
05º D.P. GUARULHOS,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,0.0
05º D.P. GUARULHOS,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,0.0
05º D.P. GUARULHOS,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,0.0
05º D.P. GUARULHOS,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,0.0
05º D.P. GUARULHOS,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0
05º D.P. GUARULHOS,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0
05º D.P. GUARULHOS,2026-01-19,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0
05º D.P. GUARULHOS,2026-01-26,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0
05º D.P. GUARULHOS,2026-02-02,0,0.0,0.0,0.0,0.0,0.0,2,6,0.0
05º D.P. GUARULHOS,2026-02-09,0,0.0,0.0,0.0,0.0,0.0,2,7,0.0
05º D.P. GUARULHOS,2026-02-16,1,0.0,0.0,0.0,0.0,0.0,2,8,0.0
05º D.P. GUARULHOS,2026-02-23,0,1.0,0.0,0.25,0.125,1.0,2,9,0.0
05º D.P. GUARULHOS,2026-03-02,0,0.0,1.0,0.25,0.125,-1.0,3,10,0.0
05º D.P. GUARULHOS,2026-03-09,0,0.0,0.0,0.25,0.125,0.0,3,11,0.0
05º D.P. GUARULHOS,2026-03-16,0,0.0,0.0,0.25,0.125,0.0,3,12,0.0
05º D.P. GUARULHOS,2026-03-23,0,0.0,0.0,0.0,0.125,0.0,3,13,0.0
05º D.P. GUARULHOS,2026-03-30,0,0.0,0.0,0.0,0.125,0.0,3,14,0.0
05º D.P. GUARULHOS,2026-04-06,0,0.0,0.0,0.0,0.125,0.0,4,15,0.0
05º D.P. GUARULHOS,2026-04-13,0,0.0,0.0,0.0,0.125,0.0,4,16,0.0
05º D.P. GUARULHOS,2026-04-20,0,0.0,0.0,0.0,0.0,0.0,4,17,0.0
05º D.P. GUARULHOS,2026-04-27,0,0.0,0.0,0.0,0.0,0.0,4,18,0.0
05º D.P. GUARULHOS,2026-05-04,0,0.0,0.0,0.0,0.0,0.0,5,19,0.0
05º D.P. GUARULHOS,2026-05-11,0,0.0,0.0,0.0,0.0,0.0,5,20,0.0
05º D.P. GUARULHOS,2026-05-18,0,0.0,0.0,0.0,0.0,0.0,5,21,0.0
05º D.P. GUARULHOS,2026-05-25,0,0.0,0.0,0.0,0.0,0.0,5,22,0.0
06º D.P. CAMBUCI,2025-10-06,0,,,,,,10,41,12837.190835717656
06º D.P. CAMBUCI,2025-10-13,0,0.0,,0.0,0.0,,10,42,12837.190835717656
06º D.P. CAMBUCI,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12837.190835717656
06º D.P. CAMBUCI,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12837.190835717656
06º D.P. CAMBUCI,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12837.190835717656
06º D.P. CAMBUCI,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12837.190835717656
06º D.P. CAMBUCI,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12837.190835717656
06º D.P. CAMBUCI,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12837.190835717656
06º D.P. CAMBUCI,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12837.190835717656
06º D.P. CAMBUCI,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12837.190835717656
06º D.P. CAMBUCI,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12837.190835717656
06º D.P. CAMBUCI,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12837.190835717656
06º D.P. CAMBUCI,2025-12-29,1,0.0,0.0,0.0,0.0,0.0,12,1,12837.190835717656
06º D.P. CAMBUCI,2026-01-05,0,1.0,0.0,0.25,0.125,1.0,1,2,12837.190835717656
06º D.P. CAMBUCI,2026-01-12,0,0.0,1.0,0.25,0.125,-1.0,1,3,12837.190835717656
06º D.P. CAMBUCI,2026-01-19,0,0.0,0.0,0.25,0.125,0.0,1,4,12837.190835717656
06º D.P. CAMBUCI,2026-01-26,0,0.0,0.0,0.25,0.125,0.0,1,5,12837.190835717656
06º D.P. CAMBUCI,2026-02-02,0,0.0,0.0,0.0,0.125,0.0,2,6,12837.190835717656
06º D.P. CAMBUCI,2026-02-09,0,0.0,0.0,0.0,0.125,0.0,2,7,12837.190835717656
06º D.P. CAMBUCI,2026-02-16,0,0.0,0.0,0.0,0.125,0.0,2,8,12837.190835717656
06º D.P. CAMBUCI,2026-02-23,0,0.0,0.0,0.0,0.125,0.0,2,9,12837.190835717656
06º D.P. CAMBUCI,2026-03-02,0,0.0,0.0,0.0,0.0,0.0,3,10,12837.190835717656
06º D.P. CAMBUCI,2026-03-09,0,0.0,0.0,0.0,0.0,0.0,3,11,12837.190835717656
06º D.P. CAMBUCI,2026-03-16,0,0.0,0.0,0.0,0.0,0.0,3,12,12837.190835717656
06º D.P. CAMBUCI,2026-03-23,0,0.0,0.0,0.0,0.0,0.0,3,13,12837.190835717656
06º D.P. CAMBUCI,2026-03-30,0,0.0,0.0,0.0,0.0,0.0,3,14,12837.190835717656
06º D.P. CAMBUCI,2026-04-06,0,0.0,0.0,0.0,0.0,0.0,4,15,12837.190835717656
06º D.P. CAMBUCI,2026-04-13,0,0.0,0.0,0.0,0.0,0.0,4,16,12837.190835717656
06º D.P. CAMBUCI,2026-04-20,1,0.0,0.0,0.0,0.0,0.0,4,17,12837.190835717656
06º D.P. CAMBUCI,2026-04-27,2,1.0,0.0,0.25,0.125,1.0,4,18,12837.190835717656
06º D.P. CAMBUCI,2026-05-04,0,2.0,1.0,0.75,0.375,1.0,5,19,12837.190835717656
06º D.P. CAMBUCI,2026-05-11,0,0.0,2.0,0.75,0.375,-2.0,5,20,12837.190835717656
06º D.P. CAMBUCI,2026-05-18,1,0.0,0.0,0.75,0.375,0.0,5,21,12837.190835717656
06º D.P. CAMBUCI,2026-05-25,0,1.0,0.0,0.75,0.5,1.0,5,22,12837.190835717656
07º D.P. LAPA,2025-10-06,0,,,,,,10,41,12055.736594911408
07º D.P. LAPA,2025-10-13,0,0.0,,0.0,0.0,,10,42,12055.736594911408
07º D.P. LAPA,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12055.736594911408
07º D.P. LAPA,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12055.736594911408
07º D.P. LAPA,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12055.736594911408
07º D.P. LAPA,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12055.736594911408
07º D.P. LAPA,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12055.736594911408
07º D.P. LAPA,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12055.736594911408
07º D.P. LAPA,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12055.736594911408
07º D.P. LAPA,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12055.736594911408
07º D.P. LAPA,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12055.736594911408
07º D.P. LAPA,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12055.736594911408
07º D.P. LAPA,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,12055.736594911408
07º D.P. LAPA,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,12055.736594911408
07º D.P. LAPA,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,12055.736594911408
07º D.P. LAPA,2026-01-19,0,0.0,0.0,0.0,0.0,0.0,1,4,12055.736594911408
